;link;name;genre;director;year;appearance
0;https://kinobar.vip/25728-dyavolik.html;Дьяволик;Фильмы 2021, Боевики, Триллеры, Детектив, Криминал, Скоро в кино;Антонио Манетти, Марко Манетти;2021;Вчера, 09:13
