;link;name;genre;director;year;appearance
0;https://kinobar.vip/24705-do-samoy-smerti.html;К югу от рая;Фильмы 2021, Драмы, Боевики, Триллеры, Ужасы, Детектив, Криминал, Новинки кино;Ахарон Кешалес;2021;28 января 2022
