;link;name;genre;director;year;appearance
0;https://kinobar.vip/25668-chernoe-solnce-1-sezon-1-12-seriya.html;Чёрное солнце 1 сезон 1-12 серия;Сериалы, Боевики, Триллеры, Детектив, Азиатские сериалы;Ким Сон-ён;2021;27 января 2022
