;link;name;genre;director;year;appearance
0;https://kinobar.vip/25154-dom-s-prislugoy-3-sezon.html;Дом с прислугой 3 сезон 1-2 серия;Сериалы, Драмы, Триллеры, Фэнтези, Детектив;М. Найт Шьямалан, Нимрод Антал, Ishana Shyamalan;2022;28 января 2022
